Quarter,Type,الربع السنوي,Description,الوصف,Year,Value,Title,العنوان,Quarter_Number,النوع,sort_id
Second Quarter,Building,Second Quarter,Value,قيمة,2018,1358805653,Mortgages,الرهون,2,مبنى,555
Second Quarter,Building,Second Quarter,Number,عدد,2018,402,Mortgages,الرهون,2,مبنى,556
Second Quarter,Land,Second Quarter,Value,قيمة,2018,23033952574,Mortgages,الرهون,2,أرض,557
Second Quarter,Land,Second Quarter,Number,عدد,2018,1332,Mortgages,الرهون,2,أرض,558
Second Quarter,Units,Second Quarter,Value,قيمة,2018,591331732,Other,أخرى,2,وحده,559
Second Quarter,Units,Second Quarter,Number,عدد,2018,575,Other,أخرى,2,وحده,560
Second Quarter,Building,Second Quarter,Value,قيمة,2018,34750127,Other,أخرى,2,مبنى,561
Second Quarter,Building,Second Quarter,Number,عدد,2018,21,Other,أخرى,2,مبنى,562
Second Quarter,Land,Second Quarter,Value,قيمة,2018,4450827585,Other,أخرى,2,أرض,563
Second Quarter,Land,Second Quarter,Number,عدد,2018,237,Other,أخرى,2,أرض,564
Third Quarter,Units,Third Quarter,Value,قيمة,2018,6770736117,Sales,المبايعات,3,وحده,565
Third Quarter,Units,Third Quarter,Number,عدد,2018,5390,Sales,المبايعات,3,وحده,566
Third Quarter,Building,Third Quarter,Value,قيمة,2018,1226178553,Sales,المبايعات,3,مبنى,567
Third Quarter,Building,Third Quarter,Number,عدد,2018,627,Sales,المبايعات,3,مبنى,568
Third Quarter,Land,Third Quarter,Value,قيمة,2018,8649253327,Sales,المبايعات,3,أرض,569
Third Quarter,Land,Third Quarter,Number,عدد,2018,1270,Sales,المبايعات,3,أرض,570
Third Quarter,Units,Third Quarter,Value,قيمة,2018,2150873787,Mortgages,الرهون,3,وحده,571
Third Quarter,Units,Third Quarter,Number,عدد,2018,1475,Mortgages,الرهون,3,وحده,572
Third Quarter,Building,Third Quarter,Value,قيمة,2018,532669921,Mortgages,الرهون,3,مبنى,573
Third Quarter,Building,Third Quarter,Number,عدد,2018,309,Mortgages,الرهون,3,مبنى,574
Third Quarter,Land,Third Quarter,Value,قيمة,2018,25938941462,Mortgages,الرهون,3,أرض,575
Third Quarter,Land,Third Quarter,Number,عدد,2018,1396,Mortgages,الرهون,3,أرض,576
Third Quarter,Units,Third Quarter,Value,قيمة,2018,1071735104,Other,أخرى,3,وحده,577
Third Quarter,Units,Third Quarter,Number,عدد,2018,657,Other,أخرى,3,وحده,578
Third Quarter,Building,Third Quarter,Value,قيمة,2018,60270174,Other,أخرى,3,مبنى,579
Third Quarter,Building,Third Quarter,Number,عدد,2018,28,Other,أخرى,3,مبنى,580
Third Quarter,Land,Third Quarter,Value,قيمة,2018,4703058647,Other,أخرى,3,أرض,581
Third Quarter,Land,Third Quarter,Number,عدد,2018,1018,Other,أخرى,3,أرض,582
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2018,8088074770,Sales,المبايعات,4,وحده,583
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2018,6642,Sales,المبايعات,4,وحده,584
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2018,1332737443,Sales,المبايعات,4,مبنى,585
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2018,694,Sales,المبايعات,4,مبنى,586
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2018,8801697157,Sales,المبايعات,4,أرض,587
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2018,1431,Sales,المبايعات,4,أرض,588
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2018,2294673138,Mortgages,الرهون,4,وحده,589
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2018,1631,Mortgages,الرهون,4,وحده,590
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2018,411493569,Mortgages,الرهون,4,مبنى,591
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2018,288,Mortgages,الرهون,4,مبنى,592
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2018,30505781013,Mortgages,الرهون,4,أرض,593
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2018,1421,Mortgages,الرهون,4,أرض,594
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2018,1301174054,Other,أخرى,4,وحده,595
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2018,924,Other,أخرى,4,وحده,596
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2018,507550000,Other,أخرى,4,مبنى,597
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2018,200,Other,أخرى,4,مبنى,598
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2018,7839021488,Other,أخرى,4,أرض,599
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2018,501,Other,أخرى,4,أرض,600
First Quarter,Units,First Quarter,Value,قيمة,2017,14556749479,Sales,المبايعات,1,وحده,601
First Quarter,Units,First Quarter,Number,عدد,2017,10276,Sales,المبايعات,1,وحده,602
First Quarter,Building,First Quarter,Value,قيمة,2017,4697882276,Sales,المبايعات,1,مبنى,603
First Quarter,Building,First Quarter,Number,عدد,2017,1997,Sales,المبايعات,1,مبنى,604
First Quarter,Land,First Quarter,Value,قيمة,2017,18621387741,Sales,المبايعات,1,أرض,605
First Quarter,Land,First Quarter,Number,عدد,2017,2848,Sales,المبايعات,1,أرض,606
First Quarter,Units,First Quarter,Value,قيمة,2017,2996649511,Mortgages,الرهون,1,وحده,607
First Quarter,Units,First Quarter,Number,عدد,2017,2260,Mortgages,الرهون,1,وحده,608
First Quarter,Building,First Quarter,Value,قيمة,2017,1253348833,Mortgages,الرهون,1,مبنى,609
First Quarter,Building,First Quarter,Number,عدد,2017,441,Mortgages,الرهون,1,مبنى,610
First Quarter,Land,First Quarter,Value,قيمة,2017,32957212757,Mortgages,الرهون,1,أرض,611
First Quarter,Land,First Quarter,Number,عدد,2017,1369,Mortgages,الرهون,1,أرض,612
First Quarter,Units,First Quarter,Value,قيمة,2017,1044836725,Other,أخرى,1,وحده,613
First Quarter,Units,First Quarter,Number,عدد,2017,815,Other,أخرى,1,وحده,614
First Quarter,Building,First Quarter,Value,قيمة,2017,70266776,Other,أخرى,1,مبنى,615
First Quarter,Building,First Quarter,Number,عدد,2017,28,Other,أخرى,1,مبنى,616
First Quarter,Land,First Quarter,Value,قيمة,2017,5076461679,Other,أخرى,1,أرض,617
First Quarter,Land,First Quarter,Number,عدد,2017,234,Other,أخرى,1,أرض,618
Second Quarter,Units,Second Quarter,Value,قيمة,2017,9555681434,Sales,المبايعات,2,وحده,619
Second Quarter,Units,Second Quarter,Number,عدد,2017,7660,Sales,المبايعات,2,وحده,620
Second Quarter,Building,Second Quarter,Value,قيمة,2017,2229162901,Sales,المبايعات,2,مبنى,621
Second Quarter,Building,Second Quarter,Number,عدد,2017,907,Sales,المبايعات,2,مبنى,622
Second Quarter,Land,Second Quarter,Value,قيمة,2017,13030807010,Sales,المبايعات,2,أرض,623
Second Quarter,Land,Second Quarter,Number,عدد,2017,2140,Sales,المبايعات,2,أرض,624
Second Quarter,Units,Second Quarter,Value,قيمة,2017,2753347961,Mortgages,الرهون,2,وحده,625
Second Quarter,Units,Second Quarter,Number,عدد,2017,2097,Mortgages,الرهون,2,وحده,626
Second Quarter,Building,Second Quarter,Value,قيمة,2017,1250665005,Mortgages,الرهون,2,مبنى,627
Second Quarter,Building,Second Quarter,Number,عدد,2017,472,Mortgages,الرهون,2,مبنى,628
Second Quarter,Land,Second Quarter,Value,قيمة,2017,24906273752,Mortgages,الرهون,2,أرض,629
Second Quarter,Land,Second Quarter,Number,عدد,2017,1253,Mortgages,الرهون,2,أرض,630
Second Quarter,Units,Second Quarter,Value,قيمة,2017,618729173,Other,أخرى,2,وحده,631
Second Quarter,Units,Second Quarter,Number,عدد,2017,520,Other,أخرى,2,وحده,632
Second Quarter,Building,Second Quarter,Value,قيمة,2017,26719908,Other,أخرى,2,مبنى,633
Second Quarter,Building,Second Quarter,Number,عدد,2017,15,Other,أخرى,2,مبنى,634
Second Quarter,Land,Second Quarter,Value,قيمة,2017,2257815741,Other,أخرى,2,أرض,635
Second Quarter,Land,Second Quarter,Number,عدد,2017,198,Other,أخرى,2,أرض,636
Third Quarter,Units,Third Quarter,Value,قيمة,2017,12789784042,Sales,المبايعات,3,وحده,637
Third Quarter,Units,Third Quarter,Number,عدد,2017,9391,Sales,المبايعات,3,وحده,638
Third Quarter,Building,Third Quarter,Value,قيمة,2017,1866854388,Sales,المبايعات,3,مبنى,639
Third Quarter,Building,Third Quarter,Number,عدد,2017,795,Sales,المبايعات,3,مبنى,640
Third Quarter,Land,Third Quarter,Value,قيمة,2017,10853043033,Sales,المبايعات,3,أرض,641
Third Quarter,Land,Third Quarter,Number,عدد,2017,1618,Sales,المبايعات,3,أرض,642
Third Quarter,Units,Third Quarter,Value,قيمة,2017,3149067813,Mortgages,الرهون,3,وحده,643
Third Quarter,Units,Third Quarter,Number,عدد,2017,2141,Mortgages,الرهون,3,وحده,644
Third Quarter,Building,Third Quarter,Value,قيمة,2017,1237779721,Mortgages,الرهون,3,مبنى,645
Third Quarter,Building,Third Quarter,Number,عدد,2017,325,Mortgages,الرهون,3,مبنى,646
Third Quarter,Land,Third Quarter,Value,قيمة,2017,31728689879,Mortgages,الرهون,3,أرض,647
Third Quarter,Land,Third Quarter,Number,عدد,2017,1341,Mortgages,الرهون,3,أرض,648
Third Quarter,Units,Third Quarter,Value,قيمة,2017,1302721430,Other,أخرى,3,وحده,649
Third Quarter,Units,Third Quarter,Number,عدد,2017,825,Other,أخرى,3,وحده,650
Third Quarter,Building,Third Quarter,Value,قيمة,2017,71466000,Other,أخرى,3,مبنى,651
Third Quarter,Building,Third Quarter,Number,عدد,2017,31,Other,أخرى,3,مبنى,652
Third Quarter,Land,Third Quarter,Value,قيمة,2017,3972126008,Other,أخرى,3,أرض,653
Third Quarter,Land,Third Quarter,Number,عدد,2017,171,Other,أخرى,3,أرض,654
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2017,11481220806,Sales,المبايعات,4,وحده,655
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2017,9158,Sales,المبايعات,4,وحده,656
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2017,1456710030,Sales,المبايعات,4,مبنى,657
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2017,658,Sales,المبايعات,4,مبنى,658
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2017,13125498141,Sales,المبايعات,4,أرض,659
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2017,1831,Sales,المبايعات,4,أرض,660
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2017,3204863486,Mortgages,الرهون,4,وحده,661
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2017,2127,Mortgages,الرهون,4,وحده,662
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2017,919907114,Mortgages,الرهون,4,مبنى,663
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2017,368,Mortgages,الرهون,4,مبنى,664
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2017,30997461296,Mortgages,الرهون,4,أرض,665
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2017,1472,Mortgages,الرهون,4,أرض,666
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2017,985421448,Other,أخرى,4,وحده,667
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2017,729,Other,أخرى,4,وحده,668
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2017,46432342,Other,أخرى,4,مبنى,669
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2017,18,Other,أخرى,4,مبنى,670
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2017,17429464585,Other,أخرى,4,أرض,671
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2017,515,Other,أخرى,4,أرض,672
First Quarter,Units,First Quarter,Value,قيمة,2016,7392134181,Sales,المبايعات,1,وحده,673
First Quarter,Units,First Quarter,Number,عدد,2016,5664,Sales,المبايعات,1,وحده,674
First Quarter,Building,First Quarter,Value,قيمة,2016,985564051,Sales,المبايعات,1,مبنى,675
First Quarter,Building,First Quarter,Number,عدد,2016,363,Sales,المبايعات,1,مبنى,676
First Quarter,Land,First Quarter,Value,قيمة,2016,13001259723,Sales,المبايعات,1,أرض,677
First Quarter,Land,First Quarter,Number,عدد,2016,2344,Sales,المبايعات,1,أرض,678
First Quarter,Units,First Quarter,Value,قيمة,2016,2676484262,Mortgages,الرهون,1,وحده,679
First Quarter,Units,First Quarter,Number,عدد,2016,2094,Mortgages,الرهون,1,وحده,680
First Quarter,Building,First Quarter,Value,قيمة,2016,590510825,Mortgages,الرهون,1,مبنى,681
First Quarter,Building,First Quarter,Number,عدد,2016,256,Mortgages,الرهون,1,مبنى,682
First Quarter,Land,First Quarter,Value,قيمة,2016,23016071836,Mortgages,الرهون,1,أرض,683
First Quarter,Land,First Quarter,Number,عدد,2016,1192,Mortgages,الرهون,1,أرض,684
First Quarter,Units,First Quarter,Value,قيمة,2016,748305986,Other,أخرى,1,وحده,685
First Quarter,Units,First Quarter,Number,عدد,2016,750,Other,أخرى,1,وحده,686
First Quarter,Building,First Quarter,Value,قيمة,2016,82481178,Other,أخرى,1,مبنى,687
First Quarter,Building,First Quarter,Number,عدد,2016,27,Other,أخرى,1,مبنى,688
First Quarter,Land,First Quarter,Value,قيمة,2016,7483181788,Other,أخرى,1,أرض,689
First Quarter,Land,First Quarter,Number,عدد,2016,199,Other,أخرى,1,أرض,690
Second Quarter,Units,Second Quarter,Value,قيمة,2016,11520116943,Sales,المبايعات,2,وحده,691
Second Quarter,Units,Second Quarter,Number,عدد,2016,8720,Sales,المبايعات,2,وحده,692
Second Quarter,Building,Second Quarter,Value,قيمة,2016,1951471941,Sales,المبايعات,2,مبنى,693
Second Quarter,Building,Second Quarter,Number,عدد,2016,787,Sales,المبايعات,2,مبنى,694
Second Quarter,Land,Second Quarter,Value,قيمة,2016,14767977606,Sales,المبايعات,2,أرض,695
Second Quarter,Land,Second Quarter,Number,عدد,2016,2464,Sales,المبايعات,2,أرض,696
Second Quarter,Units,Second Quarter,Value,قيمة,2016,2810571697,Mortgages,الرهون,2,وحده,697
Second Quarter,Units,Second Quarter,Number,عدد,2016,1969,Mortgages,الرهون,2,وحده,698
Second Quarter,Building,Second Quarter,Value,قيمة,2016,955886544,Mortgages,الرهون,2,مبنى,699
Second Quarter,Building,Second Quarter,Number,عدد,2016,325,Mortgages,الرهون,2,مبنى,700
Second Quarter,Land,Second Quarter,Value,قيمة,2016,31161079729,Mortgages,الرهون,2,أرض,701
Second Quarter,Land,Second Quarter,Number,عدد,2016,1414,Mortgages,الرهون,2,أرض,702
Second Quarter,Units,Second Quarter,Value,قيمة,2016,1124982839,Other,أخرى,2,وحده,703
Second Quarter,Units,Second Quarter,Number,عدد,2016,1042,Other,أخرى,2,وحده,704
Second Quarter,Building,Second Quarter,Value,قيمة,2016,86285354,Other,أخرى,2,مبنى,705
Second Quarter,Building,Second Quarter,Number,عدد,2016,35,Other,أخرى,2,مبنى,706
Second Quarter,Land,Second Quarter,Value,قيمة,2016,7098662210,Other,أخرى,2,أرض,707
Second Quarter,Land,Second Quarter,Number,عدد,2016,223,Other,أخرى,2,أرض,708
Third Quarter,Units,Third Quarter,Value,قيمة,2016,11720299097,Sales,المبايعات,3,وحده,709
Third Quarter,Units,Third Quarter,Number,عدد,2016,7225,Sales,المبايعات,3,وحده,710
Third Quarter,Building,Third Quarter,Value,قيمة,2016,2267650920,Sales,المبايعات,3,مبنى,711
Third Quarter,Building,Third Quarter,Number,عدد,2016,667,Sales,المبايعات,3,مبنى,712
Third Quarter,Land,Third Quarter,Value,قيمة,2016,12294855063,Sales,المبايعات,3,أرض,713
Third Quarter,Land,Third Quarter,Number,عدد,2016,1883,Sales,المبايعات,3,أرض,714
Third Quarter,Units,Third Quarter,Value,قيمة,2016,2484974505,Mortgages,الرهون,3,وحده,715
Third Quarter,Units,Third Quarter,Number,عدد,2016,1895,Mortgages,الرهون,3,وحده,716
Third Quarter,Building,Third Quarter,Value,قيمة,2016,1239833452,Mortgages,الرهون,3,مبنى,717
Third Quarter,Building,Third Quarter,Number,عدد,2016,330,Mortgages,الرهون,3,مبنى,718
Third Quarter,Land,Third Quarter,Value,قيمة,2016,18414896348,Mortgages,الرهون,3,أرض,719
Third Quarter,Land,Third Quarter,Number,عدد,2016,1157,Mortgages,الرهون,3,أرض,720
Third Quarter,Units,Third Quarter,Value,قيمة,2016,573527153,Other,أخرى,3,وحده,721
Third Quarter,Units,Third Quarter,Number,عدد,2016,545,Other,أخرى,3,وحده,722
Third Quarter,Building,Third Quarter,Value,قيمة,2016,165113127,Other,أخرى,3,مبنى,723
Third Quarter,Building,Third Quarter,Number,عدد,2016,21,Other,أخرى,3,مبنى,724
Third Quarter,Land,Third Quarter,Value,قيمة,2016,4767806661,Other,أخرى,3,أرض,725
Third Quarter,Land,Third Quarter,Number,عدد,2016,211,Other,أخرى,3,أرض,726
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2016,10065084671,Sales,المبايعات,4,وحده,727
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2016,7485,Sales,المبايعات,4,وحده,728
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2016,1813751289,Sales,المبايعات,4,مبنى,729
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2016,768,Sales,المبايعات,4,مبنى,730
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2016,15102017472,Sales,المبايعات,4,أرض,731
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2016,3191,Sales,المبايعات,4,أرض,732
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2016,2840964145,Mortgages,الرهون,4,وحده,733
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2016,2064,Mortgages,الرهون,4,وحده,734
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2016,787390128,Mortgages,الرهون,4,مبنى,735
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2016,449,Mortgages,الرهون,4,مبنى,736
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2016,51504997252,Mortgages,الرهون,4,أرض,737
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2016,1385,Mortgages,الرهون,4,أرض,738
Fourth Quarter,Units,Fourth Quarter,Value,قيمة,2016,888762500,Other,أخرى,4,وحده,739
Fourth Quarter,Units,Fourth Quarter,Number,عدد,2016,815,Other,أخرى,4,وحده,740
Fourth Quarter,Building,Fourth Quarter,Value,قيمة,2016,433407662,Other,أخرى,4,مبنى,741
Fourth Quarter,Building,Fourth Quarter,Number,عدد,2016,58,Other,أخرى,4,مبنى,742
Fourth Quarter,Land,Fourth Quarter,Value,قيمة,2016,3891961456,Other,أخرى,4,أرض,743
Fourth Quarter,Land,Fourth Quarter,Number,عدد,2016,324,Other,أخرى,4,أرض,744
